title,publication_date,domain,topic,topic_summary,x,y,url
Tesla's law firm drafts Delaware bill that could salvage Musk pay package,2025-02-18,cnbc.com,0,uncategorized,14.08023,-21.92411,https://www.cnbc.com/2025/02/18/firm-representing-musk-tesla-drafts-bill-for-delaware-corporate-law.html
"GOP lawmakers concerned about impact of DOGE cuts on constituents, but most support effort",2025-02-20,cbsnews.com,0,uncategorized,-2.0910814,-11.319744,https://www.cbsnews.com/news/gop-lawmakers-doge-cuts-impact/
"Trump, Musk stay winning with DOGE as Democrats defend waste",2025-02-17,usatoday.com,0,uncategorized,4.9417024,-9.424377,https://www.usatoday.com/story/opinion/columnist/2025/02/17/trump-musk-doge-government-waste-national-debt/78518870007/
What is Elon Musk's relationship with NASA as DOGE arrives at space agency,2025-02-13,newsweek.com,0,uncategorized,-3.4903572,-3.270817,https://www.newsweek.com/what-elon-musks-relationship-nasa-doge-arrives-space-agency-2030807
Trump and Musk want people to think college is not worth it. They are wrong,2025-02-17,theguardian.com,0,uncategorized,7.999829,-18.194994,https://www.theguardian.com/commentisfree/2025/feb/17/trump-and-musk-want-people-to-think-college-is-not-worth-it-they-are-wrong
'This has to stop': House Dem faces backlash for 'promoting physical violence' at DOGE protest,2025-02-11,foxnews.com,0,uncategorized,3.268357,9.927555,https://www.foxnews.com/politics/house-dem-faces-backlash-promoting-physical-violence-doge-protest
Top Social Security Official Leaves After Musk Team Seeks Data Access,2025-02-17,nytimes.com,0,uncategorized,10.380491,22.622349,https://www.nytimes.com/2025/02/17/us/politics/social-security-musk-team-access.html
Tesla owners ditching cars in protest over Elon Musk,2025-02-16,newsweek.com,0,uncategorized,15.7317505,-25.843588,https://www.newsweek.com/tesla-owners-ditching-cars-protest-elon-musk-2031923
"Trump, joined by Musk, orders up major cuts to US workforce",2025-02-11,usatoday.com,0,uncategorized,-17.099346,3.3210397,https://www.usatoday.com/story/news/politics/2025/02/11/trump-musk-orders-workforce-cuts/78422704007/
Steve Bannon escalates feud with Elon Musk: 'parasitic illegal immigrant',2025-02-18,newsweek.com,0,uncategorized,18.640413,-9.475799,https://www.newsweek.com/steve-bannon-escalates-feud-elon-musk-parasitic-illegal-immigrant-2032675
"Thousands fired in US government as Trump, Musk purge federal workers",2025-02-14,nypost.com,0,uncategorized,-18.890118,2.7240438,https://nypost.com/2025/02/14/us-news/trump-musk-fire-thousands-us-government-workers-in-federal-purge/
Seth Meyers on Musk and his agency’s corruption: ‘It’s so transparent’,2025-02-13,theguardian.com,0,uncategorized,11.942876,-11.318389,https://www.theguardian.com/culture/2025/feb/13/seth-meyers-elon-musk-doge-trump
"'Keep your hands off our Social Security,' lawmakers warn amid DOGE budget cuts",2025-02-11,cnbc.com,0,uncategorized,13.640012,26.156675,https://www.cnbc.com/2025/02/11/keep-your-hands-off-our-social-security-lawmakers-warn-amid-doge-budget-cuts.html
"DOGE targets federal leases, shaking commercial real estateâs recovery",2025-02-10,cnn.com,0,uncategorized,-26.767563,7.157904,https://www.cnn.com/2025/02/10/business/return-to-work-commercial-real-estate/index.html
"Elon Musk given warning over DOGE cuts to education: ""devastating impact""",2025-02-13,newsweek.com,0,uncategorized,-17.411276,11.497172,https://www.newsweek.com/elon-musk-given-warning-over-doge-cuts-education-devastating-impact-2030500
DOGE touted axing an $8 billion contract. It actually cut $8 million.,2025-02-19,usatoday.com,0,uncategorized,-15.560272,22.94515,https://www.usatoday.com/story/news/politics/2025/02/19/doge-said-it-cut-8-billion-contract-8-million/79176949007/
White House responds as Elon Musk faces new conflict of interest claims,2025-02-18,newsweek.com,0,uncategorized,-4.475127,-1.7948962,https://www.newsweek.com/white-house-elon-musk-doge-sec-target-conflict-2032567
"5 things to know for Feb. 18: Delta plane crash, US-Russia talks, DOGE, Floods, Google",2025-02-18,cnn.com,0,uncategorized,-6.470671,-22.389685,https://www.cnn.com/2025/02/18/us/5-things-to-know-for-feb-18-delta-plane-crash-us-russia-talks-doge-floods-google/index.html
"Which agencies are being impacted by DOGE? NIH, USAID, CFPB and more",2025-02-14,usatoday.com,0,uncategorized,-18.007595,5.749725,https://www.usatoday.com/story/news/politics/2025/02/14/what-is-doge-doing-cfpb-usaid-education-nih/78390524007/
Sam Altman fires back at Elon Musk: âI donât think heâs a happy person. I feel for himâ,2025-02-11,cnn.com,2,Elon Musk's OpenAI Bid,27.329014,-26.598232,https://www.cnn.com/2025/02/11/tech/sam-altman-elon-musk-openai/index.html
"‘Childbirth isn't fun, but it's necessary’: Republicans at CPAC shrug off voter anger at Musk",2025-02-21,politico.com,0,uncategorized,13.604564,-8.80699,https://www.politico.com/news/2025/02/21/musk-doge-cpac-republicans-00205536
Trump and Musk set their sights on Social Security by spreading rumors,2025-02-18,cnn.com,0,uncategorized,16.28568,24.702755,https://www.cnn.com/2025/02/18/politics/trump-musk-social-security-payments-what-matters/index.html
Hegseth says DOGE welcome at Pentagon as Defense Department reviews military posture globally,2025-02-11,foxnews.com,0,uncategorized,-6.890906,16.998888,https://www.foxnews.com/politics/hegseth-says-doge-welcome-pentagon-defense-reviews-military-posture-globally
"If you thought Elon Musk was bad, look at his dreadful mini-mes and shudder for America",2025-02-12,theguardian.com,0,uncategorized,8.486501,-13.875036,https://www.theguardian.com/commentisfree/2025/feb/12/elon-musk-america-government-doge
"Trump, Musk actions put America at risk of 'a form of default,' former Treasury chiefs warn",2025-02-10,cnbc.com,0,uncategorized,12.652187,6.7959414,https://www.cnbc.com/2025/02/10/trump-musk-united-states-default-risk-treasury-chiefs.html
"Musk defends mass DOGE firings, says the US should not ‘live in a bureaucracy’",2025-02-11,nypost.com,0,uncategorized,-1.043184,0.13090302,https://nypost.com/2025/02/11/us-news/musk-defends-mass-doge-firings-says-the-us-should-not-live-in-a-bureaucracy/
"Elon Musk not DOGE administrator, White House says: new court filing",2025-02-17,newsweek.com,1,Elon Musk's Influence in Government,-8.238539,-4.971855,https://www.newsweek.com/elon-musk-doge-administrator-white-house-advisor-2032455
"Musk and DOGE have another perfect target: more taxpayer-funded, anti-American media",2025-02-14,foxnews.com,0,uncategorized,0.5019029,-6.4745436,https://www.foxnews.com/opinion/musk-doge-have-another-perfect-target-more-federally-funded-anti-american-media
‘Mr. Brexit’ advocates for UK DOGE over 'complete waste' of taxpayer money,2025-02-12,foxnews.com,0,uncategorized,-27.955637,11.301674,https://www.foxnews.com/politics/mr-brexit-advocates-uk-doge-over-complete-waste-taxpayer-money
Burgum says Interior Department 'completely embracing the DOGE effort',2025-02-20,foxnews.com,0,uncategorized,1.9012744,13.693621,https://www.foxnews.com/politics/burgum-says-interior-department-completely-embracing-doge-effort
"Donald Trump floats new ""concept"" to pay Americans with DOGE savings",2025-02-19,newsweek.com,3,DOGE stimulus check debate,-6.1764092,29.192533,https://www.newsweek.com/donald-trump-floats-new-concept-pay-americans-doge-savings-2033516
Elon Musk calls for the U.S. to 'delete entire agencies' from the federal government,2025-02-13,latimes.com,0,uncategorized,22.55954,-15.953489,https://www.latimes.com/world-nation/story/2025-02-13/elon-musk-calls-for-the-us-to-delete-entire-agencies-from-the-federal-government
Trump reveals he searched for ‘somebody smarter’ than Elon Musk to run DOGE,2025-02-18,nypost.com,0,uncategorized,-12.189957,4.537415,https://nypost.com/2025/02/18/us-news/trump-searched-for-someone-smarter-than-elon-musk-for-doge/
"Elon Musk ripped a company for storing government records in a mine. Now, DOGE may give Iron Mountain a boost",2025-02-13,cnbc.com,0,uncategorized,-6.3108377,-7.2545314,https://www.cnbc.com/2025/02/13/company-ripped-by-elon-musk-that-stores-government-records-in-a-mine-may-actually-get-a-boost-from-doge.html
"Love, rockets and media attacks: Trump and Musk bring their toxic bromance to Fox News",2025-02-19,theguardian.com,0,uncategorized,17.403767,-3.906162,https://www.theguardian.com/us-news/2025/feb/19/trump-elon-musk-hannity-interview-fox-news
Ashley St. Clair files paternity lawsuit against Elon Musk seeking full custody of 5-month-old baby,2025-02-22,foxnews.com,0,uncategorized,35.186443,-11.426266,https://www.foxnews.com/politics/ashley-st-clair-files-paternity-lawsuit-against-elon-musk-seeking-full-custody-5-month-old-baby
GOP lawmakers confronted by constituents angry with Trump-Musk cuts,2025-02-21,cbsnews.com,0,uncategorized,-1.5165954,-12.53674,https://www.cbsnews.com/news/republicans-confronted-constituents-angry-trump-musk-doge-cuts/
They’re not just suing to stop DOGE. They’re suing Elon Musk himself.,2025-02-14,politico.com,0,uncategorized,-8.693071,-9.07943,https://www.politico.com/news/2025/02/14/elon-musk-doge-lawsuits-constitution-00204479
Chainsaw-wielding Elon Musk makes ‘Dark MAGA’ appearance with Javier Milei at CPAC,2025-02-20,foxnews.com,0,uncategorized,3.4823372,1.1753342,https://www.foxnews.com/politics/chainsaw-wielding-elon-musk-makes-dark-maga-appearance-javier-milei-cpac
"Ashley St. Clair feels ‘jilted and terrified’ after Elon Musk refused to protect her, pal says",2025-02-17,nypost.com,0,uncategorized,35.910038,-11.989471,https://nypost.com/2025/02/17/us-news/ashley-st-clair-feels-jilted-and-terrified-because-elon-musk-refused-to-protect-her-pal-says/
Top Republican condemns Elon Musk for ‘supplication’ to China in new book,2025-02-11,theguardian.com,0,uncategorized,16.132898,-11.92152,https://www.theguardian.com/us-news/2025/feb/11/elon-musk-donald-trump-tom-cotton-china-book
How DOGE could impact Pentagon spending,2025-02-14,newsweek.com,0,uncategorized,-9.155437,19.474907,https://www.newsweek.com/doge-pentagon-spending-elon-musk-weapons-2031243
Elon Musk owning OpenAI would be a terrible idea. That doesn’t mean it won’t happen,2025-02-12,theguardian.com,0,uncategorized,24.35251,-26.424969,https://www.theguardian.com/commentisfree/2025/feb/12/elon-musk-owning-openai-trump-ai-sam-altman
EXCLUSIVE: Red state governor says DOGE aligns with GOP’s ‘fiscal sanity’,2025-02-19,foxnews.com,0,uncategorized,3.095015,13.966261,https://www.foxnews.com/politics/red-state-governor-says-doge-aligns-gops-fiscal-sanity
"Elon Musk isn't actually in charge of DOGE, White House says",2025-02-18,usatoday.com,1,Elon Musk's Influence in Government,-9.05364,-2.0559602,https://www.usatoday.com/story/news/politics/2025/02/18/elon-musk-doge-white-house/79070607007/
Rep. Garcia draws scrutiny from Trump Justice official over his Musk comments,2025-02-20,latimes.com,0,uncategorized,22.297537,5.344371,https://www.latimes.com/politics/story/2025-02-20/garcia-trump-doj-comments
Corporate Leaders Can Hold Elon Musk Accountable,2025-02-12,newsweek.com,0,uncategorized,17.429771,-15.700685,https://www.newsweek.com/corporate-leaders-can-hold-elon-musk-accountable-opinion-2030087
US watchdog to investigate Musk ‘Doge’ team’s access to payment systems,2025-02-14,theguardian.com,0,uncategorized,-3.1249676,-1.0073631,https://www.theguardian.com/us-news/2025/feb/14/musk-doge-payment-system-investigation
CNBC Daily Open: Tesla wobbles as BYD gets ahead in self-driving and Elon Musk is everywhere,2025-02-12,cnbc.com,0,uncategorized,18.592829,-22.06609,https://www.cnbc.com/2025/02/12/cnbc-daily-open-tesla-wobbles-as-byd-gets-ahead-in-self-driving.html
"Tesla drops 6% after BYD partners with DeepSeek, Musk adds to DOGE distractions with OpenAI bid",2025-02-11,cnbc.com,0,uncategorized,19.575745,-25.323618,https://www.cnbc.com/2025/02/11/tesla-drops-7percent-on-self-driving-competition-musk-openai-distractions.html
"Delta Air Lines, plane crash, federal workers, DOGE, Trump, Ukraine, Russia, hockey: Daily Briefing",2025-02-18,usatoday.com,0,uncategorized,-6.0394373,-22.323421,https://www.usatoday.com/story/news/2025/02/18/delta-plane-crash-federal-workers-trump-doge-musk-russia-ukraine-hockey/79045789007/
Make the DOGE revolution stick: Let Musk and taxpayers reveal what’s really in America’s checkbook,2025-02-11,nypost.com,0,uncategorized,-21.723637,14.995243,https://nypost.com/2025/02/11/opinion/make-doge-stick-let-taxpayers-monitor-americas-checkbook/
"DC judge blocks bid to stop DOGE mass firings, federal data access",2025-02-18,nypost.com,1,Elon Musk's Influence in Government,-13.920433,-6.4182944,https://nypost.com/2025/02/18/us-news/dc-judge-blocks-bid-to-stop-doge-mass-firings-federal-data-access/
DOGE Should Take a Look at Wasteful Pentagon Spending,2025-02-18,newsweek.com,0,uncategorized,-10.578074,18.796343,https://www.newsweek.com/doge-should-take-look-wasteful-pentagon-spending-opinion-2030222
Elon Musk ‘uncovers’ 20M in Social Security database over age 100 — here’s why they’re listed and don’t get benefits,2025-02-17,nypost.com,0,uncategorized,17.014687,23.611607,https://nypost.com/2025/02/17/us-news/elon-musk-cries-fraud-on-20-million-in-social-security-database-over-age-100/
Trump-Musk Overreach Has Ignited the Opposition. Viva La Resistance!,2025-02-11,newsweek.com,0,uncategorized,8.810977,-5.4646406,https://www.newsweek.com/trump-musk-overreach-has-ignited-opposition-viva-la-resistance-opinion-2029431
DOGE takes credit for terminating lease on Jimmy Carter's office space,2025-02-20,newsweek.com,0,uncategorized,-14.005989,20.74854,https://www.newsweek.com/jimmy-carter-office-space-elon-musk-doge-2033905
Marjorie Taylor Greene uses Democrats' own words to defend DOGE,2025-02-16,newsweek.com,0,uncategorized,-17.297707,7.609906,https://www.newsweek.com/marjorie-taylor-greene-uses-democrats-own-words-defend-doge-2031954
DC house prices slashed as DOGE targets federal workers,2025-02-17,newsweek.com,0,uncategorized,-26.047592,6.5001945,https://www.newsweek.com/dc-house-prices-collapse-doge-cuts-federal-workers-2032064
"Joe Rogan defends ""psychopath"" Elon Musk",2025-02-11,newsweek.com,0,uncategorized,4.794018,-2.8047564,https://www.newsweek.com/joe-rogan-elon-musk-doge-money-psychopath-genius-2029669
Elon Musk encouraged to crack open Fort Knox and audit the $425 billion gold reserves inside — and Rand Paul wants to help,2025-02-16,nypost.com,0,uncategorized,-26.422508,-20.22859,https://nypost.com/2025/02/16/us-news/elon-musk-wants-to-crack-open-fort-knox-and-audit-the-gold-reserves/
Incompetent or crooked? Elon Musk exposing Washington’s rotten system,2025-02-10,nypost.com,0,uncategorized,-20.805935,13.39528,https://nypost.com/2025/02/10/opinion/incompetent-vs-crooked-dcs-rotten-system-revealed-by-musk/
"Inflation, prices, Valentine's, Trump, buyouts, immigration, ICE, RFK, Elon Musk, DOGE, winter weather: Daily Briefing",2025-02-13,usatoday.com,0,uncategorized,-5.757995,-22.284075,https://www.usatoday.com/story/news/2025/02/13/valentines-inflation-prices-trump-tariff-immigration-elon-musk-kardashian/78506128007/
"How Elon Musk's DOGE took over the Education Department, one office at a time",2025-02-12,cnbc.com,0,uncategorized,-14.889675,11.754504,https://www.cnbc.com/2025/02/12/trump-doge-education-elon-musk-cuts.html
CHRISTOPHER RUFO: How DOGE could take down the Department of Education,2025-02-20,foxnews.com,0,uncategorized,-20.223267,15.7115,https://www.foxnews.com/opinion/christopher-rufo-how-doge-could-take-down-department-education
Trump administration fires and then tries to rehire nuclear weapons workers in DOGE reversal,2025-02-17,cbsnews.com,0,uncategorized,-11.074302,12.218852,https://www.cbsnews.com/news/doge-firings-us-nuclear-weapons-workers-reversing/
Washington Post opted not to publish anti-Musk ad campaign after initially being open,2025-02-17,cnn.com,0,uncategorized,6.5955806,-23.457855,https://www.cnn.com/2025/02/17/media/washington-post-anti-musk-advertising/index.html
Trump administration brings back fired nuclear weapons workers in DOGE reversal,2025-02-17,nypost.com,0,uncategorized,-11.08008,12.209816,https://nypost.com/2025/02/17/us-news/trump-administration-brings-back-fired-nuclear-weapons-workers-in-doge-reversal/
Elon Musk responds to Social Security concerns,2025-02-18,newsweek.com,0,uncategorized,13.53843,23.530317,https://www.newsweek.com/elon-musk-responds-social-security-concerns-2032503
Exclusive: Sen. Joni Ernst Gives the Inside Story on How DOGE Was ‘Ready to Go’ in Cutting $2 Trillion in Waste,2025-02-14,breitbart.com,0,uncategorized,-24.923721,17.57699,https://www.breitbart.com/politics/2025/02/14/exclusive-sen-joni-ernst-gives-the-inside-story-on-how-doge-was-ready-to-go-in-cutting-2-trillion-in-waste/
"Musk works for Trump, Demsâ lawfare rages on and other commentary",2025-02-12,nypost.com,0,uncategorized,8.813244,-1.8106408,https://nypost.com/2025/02/12/opinion/musk-works-for-trump-dems-lawfare-rages-on-and-other-commentary/
Exclusive – Sen. Joni Ernst: Helping DOGE Uncover Gov’t Waste Is ‘Why I Was Put into the Senate’,2025-02-14,breitbart.com,0,uncategorized,-25.039446,17.450394,https://www.breitbart.com/politics/2025/02/14/exclusive-sen-joni-ernst-helping-doge-uncover-govt-waste-why-was-put-into-the-senate/
NYC’s spending is out of control — we need a DOGE of our own to root it out for good,2025-02-13,nypost.com,0,uncategorized,-21.890036,16.927942,https://nypost.com/2025/02/13/opinion/nyc-needs-a-doge-of-its-own-to-root-out-reckless-spending/
Could Social Security records be erased? What Musk's DOGE access means,2025-02-18,newsweek.com,0,uncategorized,13.142113,24.56835,https://www.newsweek.com/doge-social-security-can-records-erased-2032796
"DOGE Wars: Ruling expected as states seek restraining order against Musk, Trump quest to slash bureaucracy",2025-02-18,foxnews.com,0,uncategorized,3.0783343,3.7248118,https://www.foxnews.com/politics/doge-wars-ruling-expected-states-seek-restraining-order-against-musk-trump-quest-slash-bureaucracy
DOGE Caucus senator pushes to end 'slush fund' for presidential candidates: 'Welfare for politicians',2025-02-17,foxnews.com,0,uncategorized,-1.3423194,12.35744,https://www.foxnews.com/politics/doge-caucus-senator-pushes-end-slush-fund-presidential-candidates-welfare-politicians
Trump and Musk launch mass layoffs at several US federal agencies,2025-02-13,theguardian.com,0,uncategorized,-19.905678,3.6693406,https://www.theguardian.com/us-news/2025/feb/13/elon-musk-doge-delete-agencies
"Unemployment spikes in Washington, D.C., as Trump and Musk begin efforts to shrink the government",2025-02-15,cnbc.com,0,uncategorized,-23.630793,4.9995766,https://www.cnbc.com/2025/02/15/washington-dc-unemployment-spikes-as-trump-and-musk-begin-efforts-to-shrink-the-government.html
DAVID MARCUS: Democrats sow DOGE hysteria in smalltown West Virginia,2025-02-12,foxnews.com,0,uncategorized,5.914369,4.915566,https://www.foxnews.com/opinion/david-marcus-democrats-sow-doge-hysteria-smalltown-west-virginia
Elon Musk's DOGE begins IRS audit. What to know,2025-02-14,newsweek.com,0,uncategorized,5.243952,18.794727,https://www.newsweek.com/elon-musk-doge-begins-irs-audit-2031156
Elon Musk keeps bringing his kids to work – and the reasons aren’t cute at all,2025-02-18,theguardian.com,0,uncategorized,30.894783,-11.328288,https://www.theguardian.com/technology/2025/feb/18/elon-musk-kids-work-pr-strategy
Elon Musk is not a DOGE employee — here’s how he can still oversee operations in White House role,2025-02-18,nypost.com,1,Elon Musk's Influence in Government,-8.091608,-2.219921,https://nypost.com/2025/02/18/us-news/elon-musk-is-not-a-doge-employee-but-still-oversees-operations-in-white-house-role/
No evidence Musk mandated drug tests for federal workers,2025-02-19,usatoday.com,0,uncategorized,7.6338997,-0.03324958,https://www.usatoday.com/story/news/factcheck/2025/02/19/elon-musk-drug-tests-federal-workers-fact-check/78964841007/
Does Elon Musk get paid for DOGE? What we know,2025-02-18,newsweek.com,1,Elon Musk's Influence in Government,-6.4206266,-2.4749928,https://www.newsweek.com/elon-musk-doge-paid-donald-trump-white-house-2032709
Treasury 'mistakenly' gave Musk DOGE worker ability to change payments system: court docs,2025-02-12,foxnews.com,0,uncategorized,-14.335509,-3.1129658,https://www.foxnews.com/politics/treasury-mistakenly-gave-musk-doge-worker-ability-change-payments-system-court-docs
Vance and Musk should remember Trump isn't above the law,2025-02-15,usatoday.com,0,uncategorized,6.9027514,-15.68251,https://www.usatoday.com/story/opinion/columnist/2025/02/15/trump-courts-musk-vance-judge/78571931007/
"Make the DOGE cuts permanent, Europe needs an army and other commentary",2025-02-21,nypost.com,0,uncategorized,-23.946747,21.100327,https://nypost.com/2025/02/21/opinion/make-the-doge-cuts-permanent-europe-needs-an-army-and-other-commentary/
Steve Bannon issues Medicaid warning to Elon Musk,2025-02-14,newsweek.com,0,uncategorized,10.102916,-0.47285014,https://www.newsweek.com/steve-bannon-medicaid-warning-elon-musk-doge-2031120
"DOGE targeting non-DEI staff, starting with probationary workers—Reports",2025-02-15,newsweek.com,0,uncategorized,-18.462143,6.576948,https://www.newsweek.com/doge-targeting-non-dei-staff-starting-probationary-workersreports-2031808
House Dem fumes over Musk's DOGE crackdown during fiery interview: 'I'm pissed',2025-02-13,foxnews.com,0,uncategorized,-0.45840836,5.064438,https://www.foxnews.com/politics/house-dem-fumes-over-musks-doge-crackdown-fiery-interview
Elon Musk's DOGE stimulus check plan faces Republican resistance,2025-02-21,newsweek.com,3,DOGE stimulus check debate,-4.7656884,29.25259,https://www.newsweek.com/elon-musk-doge-stimulus-checks-republican-resistance-2034194
Social Security Chief Issues Update on DOGE Involvement,2025-02-20,newsweek.com,0,uncategorized,12.157238,25.172304,https://www.newsweek.com/social-security-chief-update-doge-2033718
"Top-rated charities are in jeopardy amid White House, DOGE cuts to foreign aid",2025-02-19,cnbc.com,0,uncategorized,-24.896364,-3.2031507,https://www.cnbc.com/2025/02/19/top-rated-charities-in-jeopardy-amid-battle-over-foreign-aid.html
Student loan forgiveness: Did Elon Musk's DOGE violate FERPA?,2025-02-12,newsweek.com,0,uncategorized,-11.210051,8.554007,https://www.newsweek.com/student-loan-forgiveness-did-elon-musk-doge-violate-ferpa-2029971
Tesla sales plummet across Europe as Elon Musk faces backlash over Trump ties,2025-02-11,nypost.com,0,uncategorized,16.241518,-25.935242,https://nypost.com/2025/02/11/business/tesla-sales-plummet-in-europe-as-elon-musk-faces-trump-backlash/
DOGE Claimed It Saved $8 Billion in One Contract. It Was Actually $8 Million.,2025-02-18,nytimes.com,0,uncategorized,-15.515225,23.564777,https://www.nytimes.com/2025/02/18/upshot/doge-contracts-musk-trump.html
"President Trump, Elon Musk address the left's cries of a constitutional crisis in 'Hannity' exclusive",2025-02-18,foxnews.com,0,uncategorized,15.368819,-1.6082548,https://www.foxnews.com/media/president-trump-elon-musk-address-lefts-cries-constitutional-crisis-allegations-hannity-exclusive
U.S. lawmakers warn that China could use Musk to influence Trump,2025-02-26,cnbc.com,0,uncategorized,15.966627,-11.342096,https://www.cnbc.com/2025/02/26/us-lawmakers-warn-that-china-could-use-musk-to-influence-trump.html
DAVID MARCUS: Elon Musk heads to the backwoods of West Virginia in search of the national debt,2025-02-11,foxnews.com,0,uncategorized,6.119047,4.715165,https://www.foxnews.com/opinion/david-marcus-elon-musk-heads-backwoods-west-virginia-search-national-debt
Trump 100% disagrees with federal judge’s ‘crazy’ ruling blocking DOGE from Treasury system,2025-02-10,nypost.com,0,uncategorized,-0.11825381,2.8423696,https://nypost.com/2025/02/10/us-news/trump-100-disagrees-with-federal-judges-crazy-ruling-blocking-doge-from-treasury-system/
Anti-Trump protesters drag Elon Musk dummy around,2025-02-18,newsweek.com,0,uncategorized,1.953455,-19.304298,https://www.newsweek.com/anti-trump-protestors-elon-musk-dummy-2032757
"Polymarket launches ""DOGE tracker"" of government cuts",2025-02-17,newsweek.com,0,uncategorized,-14.931259,5.0641356,https://www.newsweek.com/polymarket-doge-tracker-government-cuts-2032214
Is Elon Musk a US citizen? Here's what country the billionaire is from,2025-02-13,newsweek.com,0,uncategorized,-5.5650315,-3.05949,https://www.newsweek.com/elon-musk-us-american-citizenship-country-birth-2030603
"Protests target Trump, Musk and DOGE in ""No Kings on Presidents Day"" rallies in cities nationwide",2025-02-18,cbsnews.com,0,uncategorized,0.6944034,-19.919533,https://www.cbsnews.com/news/no-kings-on-presidents-day-protests-cities-nationwide-anti-trump-musk/
"Trump, Musk and the Reality Behind the Lovefest",2025-02-19,nytimes.com,0,uncategorized,16.838661,-4.076992,https://www.nytimes.com/2025/02/19/us/politics/trump-musk-fox-interview.html
Who is Steve Caudle? Pastor pushes to stop Elon Musk taking Social Security,2025-02-11,newsweek.com,0,uncategorized,17.464258,8.397657,https://www.newsweek.com/pastor-sermon-elon-musk-doge-2029666
DOGE team welcomed at the Pentagon but some remain skeptical,2025-02-18,foxnews.com,0,uncategorized,-9.760324,16.193823,https://www.foxnews.com/politics/doge-team-welcomed-pentagon-some-remain-skeptical
DOGE stimulus checks: Speaker Mike Johnson weighs in on payment idea,2025-02-21,usatoday.com,3,DOGE stimulus check debate,-5.597301,27.885336,https://www.usatoday.com/story/money/2025/02/21/doge-stimulus-check-mike-johnson/79425205007/?tbref=hp
Elon Musk is a Strong Candidate for the Nobel Peace Prize,2025-02-10,newsweek.com,0,uncategorized,17.976734,-16.311127,https://www.newsweek.com/elon-musk-strong-candidate-nobel-peace-prize-opinion-2028088
Jared Polis: DOGE is 'tearing down the old without necessarily having a more efficient way of doing it',2025-02-20,politico.com,0,uncategorized,1.371748,15.03931,https://www.politico.com/news/2025/02/20/doge-jared-polis-criticism-021299
Trump signs order instructing DOGE to massively cut federal workforce,2025-02-11,foxnews.com,0,uncategorized,-16.370668,4.607079,https://www.foxnews.com/politics/trump-signs-order-instructing-doge-prepare-massive-cuts-federal-government-staffers
"Nolte: Disgraced AP Caught Lying About DOGE, Then Stealth Edits Fake Story",2025-02-18,breitbart.com,0,uncategorized,7.4819093,-7.013528,https://www.breitbart.com/the-media/2025/02/18/nolte-disgraced-ap-caught-lying-about-doge-then-stealth-edits-fake-story/
"DOGE now has 100 staffers as Elon Musk vows to find $1T in cuts, Trump says",2025-02-12,nypost.com,0,uncategorized,-13.415851,4.9991803,https://nypost.com/2025/02/12/us-news/doge-has-100-staffers-as-musk-vows-to-find-1t-in-cuts-trump/
"Elon Musk-led group makes shock $97.4B bid for OpenAI — but Sam Altman quips, ‘No thank you’",2025-02-10,nypost.com,2,Elon Musk's OpenAI Bid,26.32187,-27.612991,https://nypost.com/2025/02/10/business/elon-musk-led-group-makes-shock-97-4b-bid-for-openai-but-sam-altman-quips-no-thank-you/
Elon Musk issues major Social Security warning,2025-02-11,newsweek.com,0,uncategorized,13.350098,22.78427,https://www.newsweek.com/elon-musk-major-social-security-warning-fraud-billion-week-lost-2029244
"Elon Musk's DOGE website being ""hacked"" sparks mockery",2025-02-15,newsweek.com,0,uncategorized,-6.523003,3.6970346,https://www.newsweek.com/doge-website-hacked-elon-musk-trump-2031707
Trump and Musk Suggest Millions of Dead People Get Social Security. Here Are the Facts.,2025-02-19,nytimes.com,0,uncategorized,16.640203,23.94852,https://www.nytimes.com/2025/02/19/upshot/social-security-fraud-claim-musk.html
DOGE Investigating Potential Social Security Fraud -- Millions Aged 130+ on Rolls,2025-02-17,breitbart.com,0,uncategorized,15.052148,23.462599,https://www.breitbart.com/politics/2025/02/17/doge-investigating-potential-social-security-fraud-millions-ages-130-on-rolls/
Has Elon Musk's DOGE website been hacked? What we know,2025-02-14,newsweek.com,0,uncategorized,-6.5483737,3.7290907,https://www.newsweek.com/elon-musk-doge-website-hacked-2031139
Elon Musk goes after NATO,2025-02-12,newsweek.com,0,uncategorized,19.64551,-11.787174,https://www.newsweek.com/elon-musk-goes-after-nato-2030046
Airbnb co-founder Joe Gebbia joins growing DOGE team under Elon Musk,2025-02-17,newsweek.com,0,uncategorized,-12.704177,19.998476,https://www.newsweek.com/airbnb-joe-gebbia-doge-team-mmebers-elon-musk-2032324
Washington Post Cancels Ad From Groups Calling for Trump to Fire Musk,2025-02-17,nytimes.com,0,uncategorized,6.977725,-23.231499,https://www.nytimes.com/2025/02/17/business/washington-post-ad-trump-musk.html
Tesla dogged by DOGE fears — but don’t bet against Elon Musk,2025-02-21,nypost.com,0,uncategorized,17.509846,-25.022612,https://nypost.com/2025/02/21/business/tesla-dogged-by-doge-fears-but-dont-bet-against-elon-musk/
"Elon Musk knocks federal retirement system, use of limestone mine",2025-02-12,usatoday.com,0,uncategorized,-10.18353,2.761791,https://www.usatoday.com/story/news/nation/2025/02/12/federal-retirement-mine-pennsylvania-elon-musk/78466272007/
